#Query	Sbjct	Coverage	Percent_Identity
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	78.626
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	77.879
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	83.019
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	83.708
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	79.079
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	75.202
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	80.18
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	80.693
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	79.381
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	74.121
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	84.034
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	81.343
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	78.409
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	84.112
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	77.483
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	86.301
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	83.333
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	84.146
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	85.915
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	84.722
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	95.455
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	84.058
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	93.182
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	82.192
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	84.746
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	82.192
NODE_38_length_26805_cov_463.564202	GU136397.1	49.0	91.429
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	80.039
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	86.082
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	82.37
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	79.661
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	85.974
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	79.464
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	79.909
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	86.889
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	80.805
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	78.82
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	77.847
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	83.333
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	86.335
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	83.516
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	81.841
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	88.843
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	82.958
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	83.942
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	81.544
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	84.906
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	83.796
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	88.82
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	83.857
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	78.983
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	81.933
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	89.865
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	85.549
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	74.371
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	82.5
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	84.247
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	81.366
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	90.0
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	91.139
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	90.244
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	85.294
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	91.892
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	83.962
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	91.304
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	89.041
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	97.959
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	88.235
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	82.105
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	86.486
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	76.159
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	82.222
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	81.818
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	77.519
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	94.737
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	84.746
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	90.244
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	85.714
NODE_38_length_26805_cov_463.564202	FN356025.1	60.0	83.019
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	78.576
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	79.515
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	79.798
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	84.848
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	79.512
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	80.699
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	84.459
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	80.409
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	75.697
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	73.299
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	80.688
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	77.652
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	77.657
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	82.927
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	76.829
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	78.903
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	78.571
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	81.313
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	87.692
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	83.019
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	72.831
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	79.459
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	86.408
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	80.0
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	80.556
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	77.34
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	90.541
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	80.62
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	93.103
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	83.908
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	84.722
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	93.333
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	82.895
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	86.154
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	82.192
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	83.051
NODE_38_length_26805_cov_463.564202	X74411.6	52.0	83.929
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	85.714
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	78.567
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	82.31
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	78.596
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	78.909
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	75.897
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	84.969
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	78.776
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	81.048
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	81.36
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	76.795
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	75.068
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	80.168
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	82.566
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	77.089
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	77.737
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	87.05
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	87.903
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	76.042
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	82.143
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	79.651
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	86.538
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	79.012
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	79.452
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	77.381
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	86.842
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	85.897
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	78.571
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	83.146
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	90.566
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	78.095
NODE_38_length_26805_cov_463.564202	KC993196.1	47.0	83.607
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	78.19
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	79.499
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	80.64
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	85.109
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	80.622
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	75.621
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	77.598
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	76.954
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	77.662
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	80.923
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	76.652
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	81.933
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	79.57
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	87.059
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	74.893
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	78.056
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	75.835
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	77.061
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	78.761
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	80.663
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	80.0
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	75.17
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	76.796
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	79.389
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	84.375
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	75.862
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	82.955
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	86.111
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	88.71
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	90.909
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	83.333
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	85.714
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	85.507
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	76.923
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	78.641
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	86.441
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	78.652
NODE_38_length_26805_cov_463.564202	KC993187.1	53.0	92.105
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	80.952
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	79.068
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	83.555
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	75.189
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	80.024
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	81.145
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	80.764
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	82.927
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	83.151
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	77.249
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	78.904
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	74.181
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	78.877
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	82.627
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	80.841
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	87.903
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	87.85
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	81.457
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	92.537
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	82.692
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	85.714
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	79.646
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	90.0
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	89.091
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	74.457
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	88.679
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	83.871
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	86.792
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	83.871
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	83.333
NODE_38_length_26805_cov_463.564202	KC993199.1	47.0	74.4
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	80.821
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	80.841
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	79.94
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	81.081
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	83.78
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	79.953
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	81.18
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	81.776
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	77.836
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	77.939
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	81.992
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	82.066
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	76.203
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	78.094
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	78.767
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	79.476
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	83.333
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	80.723
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	87.736
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	80.0
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	81.56
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	80.42
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	80.851
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	77.011
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	83.178
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	89.706
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	83.333
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	84.146
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	84.746
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	85.455
NODE_38_length_26805_cov_463.564202	HQ267968.1	49.0	88.095
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	85.106
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	78.894
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	84.318
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	79.152
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	79.34
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	75.708
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	82.103
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	76.159
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	84.438
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	76.058
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	81.654
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	77.138
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	80.168
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	81.579
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	76.902
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	84.946
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	86.755
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	80.791
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	86.667
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	80.368
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	83.2
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	80.0
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	88.421
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	80.42
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	75.862
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	77.844
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	72.222
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	81.443
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	81.319
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	84.507
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	82.895
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	78.846
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	77.966
NODE_38_length_26805_cov_463.564202	HM594866.1	48.0	81.967
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	77.752
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	81.577
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	79.149
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	83.647
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	79.878
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	81.753
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	80.085
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	75.639
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	80.172
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	75.541
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	80.779
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	74.471
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	78.104
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	77.657
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	83.654
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	76.22
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	77.447
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	87.5
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	79.874
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	80.556
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	85.577
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	78.857
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	80.62
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	78.378
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	76.22
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	84.722
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	95.556
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	82.895
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	86.154
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	82.667
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	83.051
NODE_38_length_26805_cov_463.564202	KC993195.1	52.0	83.929
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	79.484
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	78.446
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	82.731
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	79.907
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	79.002
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	78.652
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	76.185
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	75.21
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	82.012
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	79.365
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	84.133
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	80.386
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	81.59
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	83.333
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	78.992
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	80.18
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	75.342
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	74.76
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	77.465
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	74.847
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	83.871
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	81.481
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	73.176
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	79.618
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	83.673
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	77.333
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	81.132
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	77.444
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	83.333
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	86.111
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	85.915
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	84.722
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	95.455
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	78.505
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	84.058
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	82.667
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	86.207
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	84.746
NODE_38_length_26805_cov_463.564202	KC993179.1	49.0	85.455
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	81.562
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	77.771
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	78.28
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	83.473
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	80.435
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	80.025
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	74.977
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	80.068
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	79.344
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	80.622
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	74.9
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	77.828
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	83.404
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	77.657
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	82.383
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	76.946
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	78.138
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	87.5
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	80.128
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	79.605
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	81.679
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	92.0
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	84.466
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	80.8
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	83.908
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	92.727
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	84.722
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	95.556
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	82.895
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	84.615
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	83.871
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	83.051
NODE_38_length_26805_cov_463.564202	AY962590.1	50.0	83.929
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	79.406
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	76.626
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	78.932
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	82.38
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	80.251
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	80.049
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	81.039
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	79.422
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	75.291
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	74.531
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	80.159
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	76.871
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	77.657
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	82.927
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	87.5
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	80.769
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	76.818
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	81.679
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	79.355
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	84.466
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	79.31
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	80.8
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	83.908
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	92.727
NODE_38_length_26805_cov_463.564202	AY962591.1	49.0	84.722
