#Query	Sbjct	Coverage	Percent_Identity
Candida.parapsilosis.X74411_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	80.508
Candida.parapsilosis.X74411_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	80.802
Candida.parapsilosis.X74411_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	81.179
Candida.parapsilosis.X74411_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	80.563
Candida.parapsilosis.X74411_cox2_genbank	NODE_38_length_26805_cov_463.564202	93.0	86.639
Candida.parapsilosis.X74411_cox2_genbank	NODE_38_length_26805_cov_463.564202	93.0	100.0
Candida.parapsilosis.X74411_cox3_genbank	NODE_38_length_26805_cov_463.564202	99.0	79.412
Candida.parapsilosis.X74411_nad1_genbank	NODE_38_length_26805_cov_463.564202	97.0	83.114
Candida.parapsilosis.X74411_nad4_genbank	NODE_38_length_26805_cov_463.564202	92.0	79.814
Candida.parapsilosis.X74411_nad4L_genbank	NODE_38_length_26805_cov_463.564202	94.0	85.95
Candida.parapsilosis.X74411_nad5_genbank	NODE_38_length_26805_cov_463.564202	91.0	78.474
Candida.parapsilosis.X74411_nad5_genbank	NODE_38_length_26805_cov_463.564202	91.0	80.392
Candida.prachuapensis.KF214632_atp6_genbank	NODE_38_length_26805_cov_463.564202	96.0	75.137
Candida.prachuapensis.KF214632_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	80.851
Candida.prachuapensis.KF214632_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	81.887
Candida.prachuapensis.KF214632_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	79.622
Candida.prachuapensis.KF214632_cox2_genbank	NODE_38_length_26805_cov_463.564202	96.0	81.02
Candida.prachuapensis.KF214632_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	78.171
Candida.prachuapensis.KF214632_nad1_genbank	NODE_38_length_26805_cov_463.564202	98.0	85.097
Candida.prachuapensis.KF214632_nad3_genbank	NODE_38_length_26805_cov_463.564202	72.0	79.152
Candida.prachuapensis.KF214632_nad4_genbank	NODE_38_length_26805_cov_463.564202	95.0	78.376
Candida.prachuapensis.KF214632_nad4L_genbank	NODE_38_length_26805_cov_463.564202	92.0	77.593
Candida.prachuapensis.KF214632_nad5_genbank	NODE_38_length_26805_cov_463.564202	82.0	76.564
Candida.pseudojiufengensis.KC993179_atp6_genbank	NODE_38_length_26805_cov_463.564202	94.0	75.21
Candida.pseudojiufengensis.KC993179_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	78.879
Candida.pseudojiufengensis.KC993179_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	80.822
Candida.pseudojiufengensis.KC993179_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	79.665
Candida.pseudojiufengensis.KC993179_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	77.866
Candida.pseudojiufengensis.KC993179_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	76.331
Candida.pseudojiufengensis.KC993179_cox2_genbank	NODE_38_length_26805_cov_463.564202	99.0	84.469
Candida.pseudojiufengensis.KC993179_cox3_genbank	NODE_38_length_26805_cov_463.564202	98.0	78.652
Candida.pseudojiufengensis.KC993179_nad1_genbank	NODE_38_length_26805_cov_463.564202	99.0	82.291
Candida.pseudojiufengensis.KC993179_nad3_genbank	NODE_38_length_26805_cov_463.564202	75.0	82.166
Candida.pseudojiufengensis.KC993179_nad4_genbank	NODE_38_length_26805_cov_463.564202	91.0	81.44
Candida.pseudojiufengensis.KC993179_nad4L_genbank	NODE_38_length_26805_cov_463.564202	94.0	85.124
Candida.pseudojiufengensis.KC993179_nad5_genbank	NODE_38_length_26805_cov_463.564202	85.0	79.889
[Candida].psychrophila.MF163266_atp6_genbank	NODE_38_length_26805_cov_463.564202	100.0	79.545
[Candida].psychrophila.MF163266_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	81.818
[Candida].psychrophila.MF163266_cob_genbank	NODE_38_length_26805_cov_463.564202	95.0	87.224
[Candida].psychrophila.MF163266_cob_genbank	NODE_38_length_26805_cov_463.564202	95.0	85.47
[Candida].psychrophila.MF163266_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	83.257
[Candida].psychrophila.MF163266_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	83.239
[Candida].psychrophila.MF163266_cox2_genbank	NODE_38_length_26805_cov_463.564202	96.0	85.232
[Candida].psychrophila.MF163266_cox3_genbank	NODE_38_length_26805_cov_463.564202	99.0	80.322
[Candida].psychrophila.MF163266_nad1_genbank	NODE_38_length_26805_cov_463.564202	97.0	86.289
[Candida].psychrophila.MF163266_nad2_genbank	NODE_38_length_26805_cov_463.564202	81.0	80.626
[Candida].psychrophila.MF163266_nad3_genbank	NODE_38_length_26805_cov_463.564202	88.0	86.006
[Candida].psychrophila.MF163266_nad4_genbank	NODE_38_length_26805_cov_463.564202	90.0	86.327
[Candida].psychrophila.MF163266_nad4L_genbank	NODE_38_length_26805_cov_463.564202	100.0	78.431
[Candida].psychrophila.MF163266_nad5_genbank	NODE_38_length_26805_cov_463.564202	83.0	82.718
[Candida].psychrophila.MF163266_nad5_genbank	NODE_38_length_26805_cov_463.564202	83.0	84.177
[Candida].psychrophila.MF163266_nad6_genbank	NODE_38_length_26805_cov_463.564202	100.0	76.556
Candida.sake.KC993194_atp6_genbank	NODE_38_length_26805_cov_463.564202	100.0	82.661
Candida.sake.KC993194_atp9_genbank	NODE_38_length_26805_cov_463.564202	97.0	85.65
Candida.sake.KC993194_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	86.217
Candida.sake.KC993194_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	85.507
Candida.sake.KC993194_cox1_genbank	NODE_38_length_26805_cov_463.564202	98.0	83.372
Candida.sake.KC993194_cox1_genbank	NODE_38_length_26805_cov_463.564202	98.0	84.023
Candida.sake.KC993194_cox2_genbank	NODE_38_length_26805_cov_463.564202	96.0	85.955
Candida.sake.KC993194_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	82.152
Candida.sake.KC993194_nad1_genbank	NODE_38_length_26805_cov_463.564202	97.0	87.227
Candida.sake.KC993194_nad2_genbank	NODE_38_length_26805_cov_463.564202	83.0	81.779
Candida.sake.KC993194_nad3_genbank	NODE_38_length_26805_cov_463.564202	88.0	88.235
Candida.sake.KC993194_nad4_genbank	NODE_38_length_26805_cov_463.564202	90.0	84.721
Candida.sake.KC993194_nad4L_genbank	NODE_38_length_26805_cov_463.564202	100.0	84.706
Candida.sake.KC993194_nad5_genbank	NODE_38_length_26805_cov_463.564202	93.0	85.117
Candida.sake.KC993194_nad5_genbank	NODE_38_length_26805_cov_463.564202	93.0	86.957
Candida.sake.KC993194_nad6_genbank	NODE_38_length_26805_cov_463.564202	100.0	77.963
Candida.santjacobensis.KC993178_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	73.243
Candida.santjacobensis.KC993178_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	69.671
Candida.saraburiensis.KC993174_atp9_genbank	NODE_38_length_26805_cov_463.564202	94.0	84.305
Candida.saraburiensis.KC993174_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	81.65
Candida.saraburiensis.KC993174_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	80.294
Candida.saraburiensis.KC993174_cox1_genbank	NODE_38_length_26805_cov_463.564202	98.0	79.243
Candida.saraburiensis.KC993174_cox1_genbank	NODE_38_length_26805_cov_463.564202	98.0	76.404
Candida.saraburiensis.KC993174_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	79.552
Candida.saraburiensis.KC993174_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	76.456
Candida.saraburiensis.KC993174_nad1_genbank	NODE_38_length_26805_cov_463.564202	98.0	84.091
Candida.saraburiensis.KC993174_nad3_genbank	NODE_38_length_26805_cov_463.564202	73.0	81.119
Candida.saraburiensis.KC993174_nad4_genbank	NODE_38_length_26805_cov_463.564202	83.0	78.571
Candida.saraburiensis.KC993174_nad5_genbank	NODE_38_length_26805_cov_463.564202	75.0	76.822
Candida.sojae.EF468347_atp6_genbank	NODE_38_length_26805_cov_463.564202	95.0	74.827
Candida.sojae.EF468347_atp9_genbank	NODE_38_length_26805_cov_463.564202	80.0	77.419
Candida.sojae.EF468347_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	81.651
Candida.sojae.EF468347_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	80.462
Candida.sojae.EF468347_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	81.993
Candida.sojae.EF468347_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	81.18
Candida.sojae.EF468347_cox2_genbank	NODE_38_length_26805_cov_463.564202	97.0	80.587
Candida.sojae.EF468347_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	75.732
Candida.sojae.EF468347_nad1_genbank	NODE_38_length_26805_cov_463.564202	96.0	83.885
Candida.sojae.EF468347_nad3_genbank	NODE_38_length_26805_cov_463.564202	73.0	80.282
Candida.sojae.EF468347_nad4_genbank	NODE_38_length_26805_cov_463.564202	90.0	80.094
Candida.sojae.EF468347_nad4L_genbank	NODE_38_length_26805_cov_463.564202	92.0	78.481
Candida.sojae.EF468347_nad5_genbank	NODE_38_length_26805_cov_463.564202	85.0	76.343
Candida.tetrigidarum.KC993180_atp9_genbank	NODE_38_length_26805_cov_463.564202	99.0	80.172
Candida.tetrigidarum.KC993180_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.298
Candida.tetrigidarum.KC993180_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.834
Candida.tetrigidarum.KC993180_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	78.84
Candida.tetrigidarum.KC993180_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	79.184
Candida.tetrigidarum.KC993180_cox2_genbank	NODE_38_length_26805_cov_463.564202	97.0	79.832
Candida.tetrigidarum.KC993180_nad1_genbank	NODE_38_length_26805_cov_463.564202	97.0	81.788
Candida.tetrigidarum.KC993180_nad3_genbank	NODE_38_length_26805_cov_463.564202	71.0	79.71
Candida.tetrigidarum.KC993180_nad4_genbank	NODE_38_length_26805_cov_463.564202	92.0	76.359
Candida.tetrigidarum.KC993180_nad4L_genbank	NODE_38_length_26805_cov_463.564202	91.0	77.406
Candida.tetrigidarum.KC993180_nad5_genbank	NODE_38_length_26805_cov_463.564202	80.0	75.786
Candida.theae.KC993195_atp6_genbank	NODE_38_length_26805_cov_463.564202	99.0	74.332
Candida.theae.KC993195_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	77.056
Candida.theae.KC993195_cob_genbank	NODE_38_length_26805_cov_463.564202	88.0	80.639
Candida.theae.KC993195_cob_genbank	NODE_38_length_26805_cov_463.564202	88.0	80.769
Candida.theae.KC993195_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	79.841
Candida.theae.KC993195_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	80.141
Candida.theae.KC993195_cox2_genbank	NODE_38_length_26805_cov_463.564202	100.0	85.068
Candida.theae.KC993195_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	79.878
Candida.theae.KC993195_nad1_genbank	NODE_38_length_26805_cov_463.564202	97.0	82.147
Candida.theae.KC993195_nad2_genbank	NODE_38_length_26805_cov_463.564202	78.0	75.727
Candida.theae.KC993195_nad4_genbank	NODE_38_length_26805_cov_463.564202	91.0	81.592
Candida.theae.KC993195_nad4L_genbank	NODE_38_length_26805_cov_463.564202	94.0	83.128
Candida.theae.KC993195_nad4L_genbank	NODE_38_length_26805_cov_463.564202	94.0	88.571
Candida.theae.KC993195_nad5_genbank	NODE_38_length_26805_cov_463.564202	89.0	78.503
Candida.theae.KC993195_nad5_genbank	NODE_38_length_26805_cov_463.564202	89.0	78.808
Candida.tropicalis.NW_003020054_atp9_mfannot	NODE_38_length_26805_cov_463.564202	80.0	78.378
Candida.tropicalis.NW_003020054_cob_mfannot	NODE_38_length_26805_cov_463.564202	84.0	75.536
Candida.tropicalis.NW_003020054_cob_mfannot	NODE_38_length_26805_cov_463.564202	84.0	72.286
Candida.tropicalis.NW_003020054_nad3_mfannot	NODE_38_length_26805_cov_463.564202	73.0	72.887
Candida.tropicalis.NW_003020054_nad4_mfannot	NODE_38_length_26805_cov_463.564202	83.0	71.514
Candida.tropicalis.NW_003020054_nad5_mfannot	NODE_38_length_26805_cov_463.564202	72.0	72.33
[Candida].vartiovaarae.KC993190_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	81.295
[Candida].vartiovaarae.KC993190_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	79.565
[Candida].vartiovaarae.KC993190_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	76.757
[Candida].vartiovaarae.KC993190_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	78.093
[Candida].vartiovaarae.KC993190_cox2_genbank	NODE_38_length_26805_cov_463.564202	85.0	79.257
[Candida].vartiovaarae.KC993190_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	70.57
Candida.viswanathii.EF536359_atp9_genbank	NODE_38_length_26805_cov_463.564202	94.0	84.753
Candida.viswanathii.EF536359_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	81.874
Candida.viswanathii.EF536359_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	84.746
Candida.viswanathii.EF536359_cox1_genbank	NODE_38_length_26805_cov_463.564202	96.0	81.88
Candida.viswanathii.EF536359_cox1_genbank	NODE_38_length_26805_cov_463.564202	96.0	76.25
Candida.viswanathii.EF536359_cox2_genbank	NODE_38_length_26805_cov_463.564202	93.0	82.098
Candida.viswanathii.EF536359_cox3_genbank	NODE_38_length_26805_cov_463.564202	97.0	78.277
Candida.viswanathii.EF536359_nad1_genbank	NODE_38_length_26805_cov_463.564202	99.0	83.546
Candida.viswanathii.EF536359_nad1_genbank	NODE_38_length_26805_cov_463.564202	99.0	81.667
Candida.viswanathii.EF536359_nad2_genbank	NODE_38_length_26805_cov_463.564202	74.0	75.481
Candida.viswanathii.EF536359_nad3_genbank	NODE_38_length_26805_cov_463.564202	78.0	81.311
Candida.viswanathii.EF536359_nad4_genbank	NODE_38_length_26805_cov_463.564202	96.0	80.057
Candida.viswanathii.EF536359_nad4L_genbank	NODE_38_length_26805_cov_463.564202	92.0	77.5
Candida.viswanathii.EF536359_nad5_genbank	NODE_38_length_26805_cov_463.564202	87.0	78.772
Candida.viswanathii.EF536359_nad5_genbank	NODE_38_length_26805_cov_463.564202	87.0	74.233
Clavispora.lusitaniae.KC993186_atp6_genbank	NODE_38_length_26805_cov_463.564202	100.0	85.868
Clavispora.lusitaniae.KC993186_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	85.281
Clavispora.lusitaniae.KC993186_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	88.786
Clavispora.lusitaniae.KC993186_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	86.57
Clavispora.lusitaniae.KC993186_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	88.014
Clavispora.lusitaniae.KC993186_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	89.437
Clavispora.lusitaniae.KC993186_cox2_genbank	NODE_38_length_26805_cov_463.564202	100.0	91.322
Clavispora.lusitaniae.KC993186_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	84.379
Clavispora.lusitaniae.KC993186_nad1_genbank	NODE_38_length_26805_cov_463.564202	99.0	91.267
Clavispora.lusitaniae.KC993186_nad2_genbank	NODE_38_length_26805_cov_463.564202	81.0	86.123
Clavispora.lusitaniae.KC993186_nad3_genbank	NODE_38_length_26805_cov_463.564202	88.0	86.217
Clavispora.lusitaniae.KC993186_nad4_genbank	NODE_38_length_26805_cov_463.564202	89.0	89.866
Clavispora.lusitaniae.KC993186_nad4L_genbank	NODE_38_length_26805_cov_463.564202	100.0	87.549
Clavispora.lusitaniae.KC993186_nad5_genbank	NODE_38_length_26805_cov_463.564202	96.0	89.197
Clavispora.lusitaniae.KC993186_nad5_genbank	NODE_38_length_26805_cov_463.564202	96.0	89.865
Clavispora.lusitaniae.KC993186_nad6_genbank	NODE_38_length_26805_cov_463.564202	100.0	79.461
Cyberlindnera.jadinii.KC993189_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	81.753
Cyberlindnera.jadinii.KC993189_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	79.955
Cyberlindnera.jadinii.KC993189_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	76.389
Cyberlindnera.jadinii.KC993189_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	79.223
Cyberlindnera.jadinii.KC993189_cox2_genbank	NODE_38_length_26805_cov_463.564202	85.0	79.037
Cyberlindnera.suaveolens.KC993193_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	81.408
Cyberlindnera.suaveolens.KC993193_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	80.401
Cyberlindnera.suaveolens.KC993193_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	75.984
Cyberlindnera.suaveolens.KC993193_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	78.499
Cyberlindnera.suaveolens.KC993193_cox2_genbank	NODE_38_length_26805_cov_463.564202	82.0	77.346
Cyberlindnera.suaveolens.KC993193_cox3_genbank	NODE_38_length_26805_cov_463.564202	78.0	70.853
Debaryomyces.hansenii.NC_010166_atp6_genbank	NODE_38_length_26805_cov_463.564202	100.0	79.011
Debaryomyces.hansenii.NC_010166_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	83.55
Debaryomyces.hansenii.NC_010166_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	86.064
Debaryomyces.hansenii.NC_010166_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	85.684
Debaryomyces.hansenii.NC_010166_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	83.352
Debaryomyces.hansenii.NC_010166_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	85.493
Debaryomyces.hansenii.NC_010166_cox2_genbank	NODE_38_length_26805_cov_463.564202	96.0	85.674
Debaryomyces.hansenii.NC_010166_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	78.922
Debaryomyces.hansenii.NC_010166_nad1_genbank	NODE_38_length_26805_cov_463.564202	97.0	85.885
Debaryomyces.hansenii.NC_010166_nad2_genbank	NODE_38_length_26805_cov_463.564202	79.0	79.294
Debaryomyces.hansenii.NC_010166_nad3_genbank	NODE_38_length_26805_cov_463.564202	88.0	85.673
Debaryomyces.hansenii.NC_010166_nad4_genbank	NODE_38_length_26805_cov_463.564202	88.0	86.441
Debaryomyces.hansenii.NC_010166_nad5_genbank	NODE_38_length_26805_cov_463.564202	84.0	83.58
Debaryomyces.hansenii.NC_010166_nad5_genbank	NODE_38_length_26805_cov_463.564202	84.0	84.177
Debaryomyces.hansenii.NC_010166_nad6_genbank	NODE_38_length_26805_cov_463.564202	100.0	76.091
Eremothecium.gossypii.AE016821_atp6_genbank	NODE_38_length_26805_cov_463.564202	71.0	75.439
Eremothecium.gossypii.AE016821_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	81.31
Eremothecium.gossypii.AE016821_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	79.878
Eremothecium.gossypii.AE016821_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	75.064
Eremothecium.gossypii.AE016821_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.721
Eremothecium.gossypii.AE016821_cox2_genbank	NODE_38_length_26805_cov_463.564202	81.0	81.129
Eremothecium.gossypii.AE016821_cox3_genbank	NODE_38_length_26805_cov_463.564202	72.0	74.5
Eremothecium.gossypii.CP002712_atp6_genbank	NODE_38_length_26805_cov_463.564202	73.0	75.789
Eremothecium.gossypii.CP002712_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	81.15
Eremothecium.gossypii.CP002712_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	80.408
Eremothecium.gossypii.CP002712_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	75.191
Eremothecium.gossypii.CP002712_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.626
Eremothecium.gossypii.CP002712_cox2_genbank	NODE_38_length_26805_cov_463.564202	81.0	80.806
Eremothecium.gossypii.CP002712_cox3_genbank	NODE_38_length_26805_cov_463.564202	72.0	74.08
Eremothecium.sinecaudum.CP014249_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	78.214
Eremothecium.sinecaudum.CP014249_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	78.571
Eremothecium.sinecaudum.CP014249_cox2_genbank	NODE_38_length_26805_cov_463.564202	91.0	78.003
Geotrichum.candidum.HG530139_atp9_genbank	NODE_38_length_26805_cov_463.564202	99.0	72.0
Geotrichum.candidum.HG530139_cob_genbank	NODE_38_length_26805_cov_463.564202	84.0	80.263
Geotrichum.candidum.HG530139_cob_genbank	NODE_38_length_26805_cov_463.564202	84.0	76.264
Geotrichum.candidum.HG530139_cox1_genbank	NODE_38_length_26805_cov_463.564202	77.0	74.231
Geotrichum.candidum.HG530139_cox1_genbank	NODE_38_length_26805_cov_463.564202	77.0	76.846
Geotrichum.candidum.HG530139_cox2_genbank	NODE_38_length_26805_cov_463.564202	85.0	74.611
Geotrichum.candidum.HG530139_cox3_genbank	NODE_38_length_26805_cov_463.564202	72.0	70.833
Geotrichum.candidum.HG530139_nad1_genbank	NODE_38_length_26805_cov_463.564202	75.0	76.197
Geotrichum.candidum.HG530139_nad1_genbank	NODE_38_length_26805_cov_463.564202	75.0	85.088
Groenewaldozyma.salmanticensis.HQ267969_cox2_genbank	NODE_38_length_26805_cov_463.564202	85.0	76.516
Kazachstania.servazzii.AJ430679_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	74.153
Kazachstania.servazzii.AJ430679_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	75.45
Kazachstania.servazzii.AJ430679_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.876
Kazachstania.servazzii.AJ430679_cox2_genbank	NODE_38_length_26805_cov_463.564202	89.0	77.452
Kazachstania.sinensis.MG674287_atp6_genbank	NODE_38_length_26805_cov_463.564202	96.0	72.374
Kazachstania.sinensis.MG674287_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	84.144
Kazachstania.sinensis.MG674287_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	76.518
Kazachstania.sinensis.MG674287_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.197
Kazachstania.sinensis.MG674287_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	78.112
Kazachstania.sinensis.MG674287_cox2_genbank	NODE_38_length_26805_cov_463.564202	77.0	80.822
Kazachstania.unispora.KU920680_atp9_genbank	NODE_38_length_26805_cov_463.564202	98.0	73.14
Kazachstania.unispora.KU920680_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	81.227
Kazachstania.unispora.KU920680_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.032
Kazachstania.unispora.KU920680_cox1_genbank	NODE_38_length_26805_cov_463.564202	78.0	78.921
Kazachstania.unispora.KU920680_cox1_genbank	NODE_38_length_26805_cov_463.564202	78.0	78.99
Kazachstania.unispora.KU920680_cox2_genbank	NODE_38_length_26805_cov_463.564202	77.0	80.556
Kazachstania.unispora.KU920680_cox3_genbank	NODE_38_length_26805_cov_463.564202	75.0	70.794
Kluyveromyces.lactis.NC_006077_atp6_genbank	NODE_38_length_26805_cov_463.564202	71.0	75.048
Kluyveromyces.lactis.NC_006077_atp6_genbank	NODE_38_length_26805_cov_463.564202	71.0	100.0
Kluyveromyces.lactis.NC_006077_cob_genbank	NODE_38_length_26805_cov_463.564202	88.0	81.031
Kluyveromyces.lactis.NC_006077_cob_genbank	NODE_38_length_26805_cov_463.564202	88.0	78.937
Kluyveromyces.lactis.NC_006077_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	78.025
Kluyveromyces.lactis.NC_006077_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	79.878
Kluyveromyces.lactis.NC_006077_cox2_genbank	NODE_38_length_26805_cov_463.564202	77.0	81.135
Kluyveromyces.lactis.NC_006077_cox3_genbank	NODE_38_length_26805_cov_463.564202	71.0	72.109
Kluyveromyces.marxianus.AP012221_atp6_genbank	NODE_38_length_26805_cov_463.564202	76.0	73.192
Kluyveromyces.marxianus.AP012221_atp6_genbank	NODE_38_length_26805_cov_463.564202	76.0	100.0
Kluyveromyces.marxianus.AP012221_cob_genbank	NODE_38_length_26805_cov_463.564202	94.0	79.407
Kluyveromyces.marxianus.AP012221_cob_genbank	NODE_38_length_26805_cov_463.564202	94.0	80.894
Kluyveromyces.marxianus.AP012221_cox1_genbank	NODE_38_length_26805_cov_463.564202	72.0	78.466
Kluyveromyces.marxianus.AP012221_cox1_genbank	NODE_38_length_26805_cov_463.564202	72.0	79.065
Kluyveromyces.marxianus.AP012221_cox2_genbank	NODE_38_length_26805_cov_463.564202	80.0	80.769
Kluyveromyces.marxianus.AP012221_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	71.069
Komagataella.phaffii.FR839632_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	82.805
Komagataella.phaffii.FR839632_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	82.516
Komagataella.phaffii.FR839632_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	80.164
Komagataella.phaffii.FR839632_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	75.939
Komagataella.phaffii.FR839632_cox2_mfannot	NODE_38_length_26805_cov_463.564202	89.0	75.185
Komagataella.phaffii.FR839632_cox3_mfannot	NODE_38_length_26805_cov_463.564202	99.0	71.29
Lachancea.dasiensis.HE983611_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	83.036
Lachancea.dasiensis.HE983611_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	81.156
Lachancea.dasiensis.HE983611_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	79.271
Lachancea.dasiensis.HE983611_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	79.796
Lachancea.dasiensis.HE983611_cox2_genbank	NODE_38_length_26805_cov_463.564202	80.0	80.719
Lachancea.dasiensis.HE983611_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.266
Lachancea.kluyveri.HE664112_atp6_genbank	NODE_38_length_26805_cov_463.564202	72.0	77.113
Lachancea.kluyveri.HE664112_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	80.524
Lachancea.kluyveri.HE664112_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	79.31
Lachancea.kluyveri.HE664112_cox1_genbank	NODE_38_length_26805_cov_463.564202	80.0	79.445
Lachancea.kluyveri.HE664112_cox1_genbank	NODE_38_length_26805_cov_463.564202	80.0	79.065
Lachancea.kluyveri.HE664112_cox2_genbank	NODE_38_length_26805_cov_463.564202	82.0	82.022
Lachancea.meyersii.HE983614_atp6_genbank	NODE_38_length_26805_cov_463.564202	71.0	75.874
Lachancea.meyersii.HE983614_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	83.363
Lachancea.meyersii.HE983614_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	80.488
Lachancea.meyersii.HE983614_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	78.894
Lachancea.meyersii.HE983614_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	78.831
